component_id,lot_id,device_variant,final_decision,module_A_decision,module_A_risk,module_A_reason_code,module_A_reason,module_B_decision,module_B_risk,module_B_reason_code,module_B_reason,driving_parameter,unit,value_0h,value_24h,predicted_168h,prediction_lower,prediction_upper,spec_limit,limit_direction,headroom_abs,headroom_frac,confidence_A,confidence_B,extrapolation_flag,explanation
C0889,L018,CMOS_C,PASS,PASS,0.1535885309503953,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0209,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,1.68026,1.72173,1.76393,,,4.5,UPPER,2.73607,0.9791,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0890,L018,CMOS_C,MONITOR,MONITOR,0.3083107036795908,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.,PASS,0.1019,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,274.332,281.265,289.19075,,,500.0,UPPER,210.80925,0.8981,MEDIUM,NOMINAL,False,Final decision is MONITOR because at least one module identified a condition requiring attention. Module A: Temporal change is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0891,L018,CMOS_C,PASS,PASS,0.1811154317620653,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0252,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.47409,3.43306,3.5343,,,5.5,UPPER,1.9657,0.9748,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0892,L018,CMOS_C,PASS,PASS,0.2471009240443774,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0432,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,267.36,266.229,275.41271,,,500.0,UPPER,224.58729,0.9568,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0893,L018,CMOS_C,PASS,PASS,0.2074104292545985,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0101,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,1.69248,1.67583,1.73739,,,4.5,UPPER,2.76261,0.9899,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0894,L018,CMOS_C,PASS,PASS,0.1765406248716993,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.001,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.18088,0.19143,0.20102,,,20.0,UPPER,19.79898,0.999,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0895,L018,CMOS_C,PASS,PASS,0.150140880923037,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0517,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.49367,3.522,3.58761,,,5.5,UPPER,1.91239,0.9483,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0896,L018,CMOS_C,PASS,PASS,0.2527444132865858,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0757,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,265.279,276.14,283.03884,,,500.0,UPPER,216.96116,0.9243,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0897,L018,CMOS_C,PASS,PASS,0.2663327401876331,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0779,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,273.068,274.699,283.5623,,,500.0,UPPER,216.4377,0.9221,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0898,L018,CMOS_C,PASS,PASS,0.2066483283381938,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.107,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,284.082,280.146,290.40432,,,500.0,UPPER,209.59568,0.893,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0899,L018,CMOS_C,PASS,PASS,0.1806462207989515,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0424,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.52445,3.45282,3.56899,,,5.5,UPPER,1.93101,0.9576,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0900,L018,CMOS_C,PASS,PASS,0.2077799443238538,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.04,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,259.765,267.343,274.66497,,,500.0,UPPER,225.33503,0.96,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0901,L018,CMOS_C,PASS,PASS,0.2125134653771178,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0954,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,277.954,278.436,287.67415,,,500.0,UPPER,212.32585,0.9046,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0902,L018,CMOS_C,PASS,PASS,0.1958955771001585,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0583,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,1.82148,1.81518,1.87204,,,4.5,UPPER,2.62796,0.9417,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0903,L018,CMOS_C,PASS,PASS,0.2918052278637245,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1551,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.68846,3.75027,3.79613,,,5.5,UPPER,1.70387,0.8449,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0904,L018,CMOS_C,PASS,PASS,0.239194662985797,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1658,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,298.126,293.321,304.20714,,,500.0,UPPER,195.79286,0.8342,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0905,L018,CMOS_C,PASS,PASS,0.2107031135613684,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0499,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.4834,3.52512,3.58404,,,5.5,UPPER,1.91596,0.9501,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0906,L018,CMOS_C,PASS,PASS,0.2766780645829825,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0947,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.5934,3.59785,3.67428,,,5.5,UPPER,1.82572,0.9053,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0907,L018,CMOS_C,PASS,PASS,0.2679585608517779,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0234,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,1.6641,1.72841,1.77078,,,4.5,UPPER,2.72922,0.9766,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0908,L018,CMOS_C,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.128,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.54518,3.78414,3.7416,,,5.5,UPPER,1.7584,0.872,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0909,L018,CMOS_C,REJECT,REJECT,0.4594159786346242,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.2089,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,295.74,306.347,314.3061,,,500.0,UPPER,185.6939,0.7911,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0910,L018,CMOS_C,PASS,PASS,0.2761697527062756,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0864,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.52329,3.63482,3.65759,,,5.5,UPPER,1.84241,0.9136,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0911,L018,CMOS_C,PASS,PASS,0.1959309584372846,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.004,B_OK,All six parameters are predicted to stay within limits with margin.,IDDQ_uA,uA,1.08445,1.08624,1.13501,,,40.0,UPPER,38.86499,0.996,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0912,L018,CMOS_C,MONITOR,MONITOR,0.3378318934421898,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.,PASS,0.0302,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,1.76015,1.74713,1.78995,,,4.5,UPPER,2.71005,0.9698,MEDIUM,NOMINAL,False,Final decision is MONITOR because at least one module identified a condition requiring attention. Module A: Temporal change is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0913,L018,CMOS_C,PASS,PASS,0.2140775019208347,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1244,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.67439,3.63803,3.73419,,,5.5,UPPER,1.76581,0.8756,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0914,L018,CMOS_C,PASS,PASS,0.2275653825482832,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.07,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.5282,3.56256,3.62462,,,5.5,UPPER,1.87538,0.93,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0915,L018,CMOS_C,PASS,PASS,0.1068620125902362,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0639,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,270.228,271.433,280.28053,,,500.0,UPPER,219.71947,0.9361,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0916,L018,CMOS_C,PASS,PASS,0.2822090799909401,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2201,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,308.408,306.181,316.93289,,,500.0,UPPER,183.06711,0.7799,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0917,L018,CMOS_C,PASS,PASS,0.1297220126549438,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0384,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,267.647,264.782,274.29563,,,500.0,UPPER,225.70437,0.9616,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0918,L018,CMOS_C,PASS,PASS,0.1706156811051457,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1314,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.63014,3.71173,3.74829,,,5.5,UPPER,1.75171,0.8686,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0919,L018,CMOS_C,PASS,PASS,0.2530905211110871,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1545,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.72156,3.71433,3.79499,,,5.5,UPPER,1.70501,0.8455,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0920,L018,CMOS_C,PASS,PASS,0.1488180771343742,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0007,B_OK,All six parameters are predicted to stay within limits with margin.,IDDQ_uA,uA,0.94273,0.94167,1.00663,,,40.0,UPPER,38.99337,0.9993,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0921,L018,CMOS_C,PASS,PASS,0.2553223654906553,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2143,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,304.299,305.633,315.59021,,,500.0,UPPER,184.40979,0.7857,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0922,L018,CMOS_C,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,REJECT,1.0,B_LIMIT_CROSS_PREDICTED,Predicted 168 h Supply_Current_ICC_uA of 564.934 uA exceeds the 500.0 uA limit for CMOS_C.,Supply_Current_ICC_uA,uA,538.77,548.779,564.93373,,,500.0,UPPER,-64.93373,-0.2766,HIGH,LOW,True,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: Predicted 168 h Supply_Current_ICC_uA of 564.934 uA exceeds the 500.0 uA limit for CMOS_C.
C0923,L018,CMOS_C,PASS,PASS,0.2960598778098867,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1399,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.69976,3.67625,3.76551,,,5.5,UPPER,1.73449,0.8601,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0924,L018,CMOS_C,PASS,PASS,0.200464547325023,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1749,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,291.796,297.632,306.34142,,,500.0,UPPER,193.65858,0.8251,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0925,L018,CMOS_C,PASS,PASS,0.2349045460127907,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0559,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.49324,3.53993,3.59618,,,5.5,UPPER,1.90382,0.9441,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0926,L018,CMOS_C,PASS,PASS,0.1911163724839434,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2001,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.77218,3.85077,3.88691,,,5.5,UPPER,1.61309,0.7999,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0927,L018,CMOS_C,PASS,PASS,0.2266948954732495,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.027,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.42167,3.49342,3.53788,,,5.5,UPPER,1.96212,0.973,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0928,L018,CMOS_C,PASS,PASS,0.2803535504607062,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0555,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,267.929,269.619,278.30043,,,500.0,UPPER,221.69957,0.9445,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0929,L018,CMOS_C,PASS,PASS,0.2447791007184356,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1814,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.78119,3.76461,3.84924,,,5.5,UPPER,1.65076,0.8186,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0930,L018,CMOS_C,PASS,PASS,0.1366786183257786,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.039,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,1.74099,1.78411,1.8181,,,4.5,UPPER,2.6819,0.961,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0931,L018,CMOS_C,PASS,PASS,0.1591246336288831,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1619,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.74291,3.7231,3.80989,,,5.5,UPPER,1.69011,0.8381,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0932,L018,CMOS_C,PASS,PASS,0.2641200761539156,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1384,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,3.71912,3.65033,3.76245,,,5.5,UPPER,1.73755,0.8616,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0933,L018,CMOS_C,PASS,PASS,0.1604162553679851,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.076,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,274.537,273.759,283.11627,,,500.0,UPPER,216.88373,0.924,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
